id,title,tag
2163,Breakdown,"Drama Action Thriller california bank ransom car breakdown kidnapping donut highway barn vacation stranded deception murder suspense redneck diner extortion captive car chase desert moving trucker When his SUV breaks down on a remote Southwestern road, Jeff Taylor lets his wife, Amy, hitch a ride with a trucker to get help. When she doesn't return, Jeff fixes his SUV and tracks down the trucker -- who tells the police he's never seen Amy. Johnathan Mostow's tense thriller then follows Jeff's desperate search for his wife, which eventually uncovers a small town's murderous secret. Paramount Pictures Dino De Laurentiis Company Spelling Films United States of America English 1997.0 5.0 2.0 Jeffrey "" Jeff "" Taylor Kurt Russell Warren "" Red "" Barr J. T. Walsh Amy Taylor Kathleen Quinlan Earl M.C. Gainey Billy Jack Noseworthy Jonathan Mostow"
36670,Never Say Never Again,"Adventure Action Thriller video game spy bahamas british stealing scuba diving scuba british secret service James Bond returns as the secret agent 007 one more time to battle the evil organization SPECTRE. Bond must defeat Largo, who has stolen two atomic warheads for nuclear blackmail. But Bond has an ally in Largo's girlfriend, the willowy Domino, who falls for Bond and seeks revenge. This is the last time for Sean Connery as Her Majesty's Secret Agent 007. PSO International TaliaFilm II Productions Woodcote Germany United Kingdom United States of America English 1983.0 10.0 7.0 James Bond Sean Connery Domino Petachi Kim Basinger Maximilian Largo Klaus Maria Brandauer M Edward Fox Fatima Blush Barbara Carrera Irvin Kershner"
23048,Hot Tub Time Machine,"Science Fiction Comedy Adventure female nudity one-night stand time travel time machine incest overtones hot tub peter pan syndrome forty something skiing A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born. United Artists Metro-Goldwyn-Mayer (MGM) New Crime Productions United States of America Pусский 2010.0 3.0 26.0 Adam John Cusack April Lizzy Caplan Lou Rob Corddry Nick Craig Robinson Jacob Clark Duke Steve Pink"
227735,Dolphin Tale 2,Family Drama dolphin aquarium swimming The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital. Alcon Entertainment Color Force Boxing Cat Films St. Petersburg Clearwater Film Commission United States of America English 2014.0 9.0 12.0 Dr. Cameron McCarthy Morgan Freeman Lorraine Nelson Ashley Judd Sawyer Nelson Nathan Gamble Hazel Haskett Cozi Zuehlsdorff Dr. Clay Haskett Harry Connick Jr. Charles Martin Smith
2155,Reindeer Games,"Thriller prison robbery role reversal extramarital affair After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist. Dimension Films Marty Katz Productions United States of America English 2000.0 2.0 25.0 Rudy Duncan Ben Affleck Gabriel Mercer Gary Sinise Ashley Mercer Charlize Theron Jack Banks Dennis Farina Pug Donal Logue John Frankenheimer"
8409,A Man Apart,"Action Drama repayment arbitrary law cop loss of wife When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge. New Line Cinema Newman/Tooley Films Joseph Nittolo Entertainment ""DIA"" Productions GmbH & Co. KG Germany United States of America English 2003.0 4.0 4.0 Sean Vetter Vin Diesel Demetrius Hicks Larenz Tate Hollywood Jack Timothy Olyphant Memo Lucero Geno Silva Stacy Vetter Jacqueline Obradors F. Gary Gray"
222936,Aloha,"Drama Comedy Romance love triangle hawaii satellite military duringcreditsstinger communication A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him. Scott Rudin Productions Vinyl Films United States of America Pусский 2015.0 5.0 27.0 Brian Gilcrest Bradley Cooper Captain Allison Ng Emma Stone Tracy Woodside Rachel McAdams Carson Welch Bill Murray John ""Woody"" Woodside John Krasinski Cameron Crowe"
31908,Ghosts of Mississippi,"History Drama assassin widow trial civil rights activist Ghosts of Mississippi is a drama covering the final trial of the assassin, Bryon De La Beckwith, of the 60s civil rights leader Medgar Evers. It begins with the murder and the events surrounding the two initial trials which both ended in a hung jury. The movie then covers District Attorney, Bobby DeLaughters transformation and alliance with Myrlie Evers, wife of Medgar Evers, of the, as he becomes more involved with bringing Beckwith to trial for the third time 30 years later. Some of the characters are played by the actual participants in this story. Columbia Pictures Castle Rock Entertainment United States of America English 1996.0 12.0 20.0 Bobby DeLaughter Alec Baldwin Byron De La Beckwith James Woods Dixie DeLaughter Virginia Madsen Myrlie Evers Whoopi Goldberg Ed Peters Craig T. Nelson Rob Reiner"
10219,Snow Falling on Cedars,"Drama Romance journalist japanese wife fisherman war bias trial washington state japanese american A Japanese-American fisherman may have killed his neighbor Carl at sea. In the 1950s, race figures in the trial. So does reporter Ishmael. Universal Pictures The Kennedy/Marshall Company United States of America Deutsch 1999.0 12.0 22.0 Ishmael Chambers Ethan Hawke Hatsue Imada Miyamoto Youki Kudoh Young Ishmael Chambers Reeve Carney Young Hatsue Imada Anne Suzuki Kazuo Miyamoto Rick Yune Scott Hicks"
48171,The Rite,"Drama Thriller Horror vatican violinist hospital miscarriage exorcist roman catholic seminary limp toad clergy formalin walking cane Seminary student Michael Kovak (Colin O'Donoghue) reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest, Father Lucas (Anthony Hopkins), who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth. New Line Cinema Contrafilm Mid Atlantic Films Hungarian National Film Office Lazio Film Commission Rome Film Commission Italian Tax Credit United States of America Hungary Italy English 2011.0 1.0 28.0 Father Lucas Anthony Hopkins Michael Kovak Colin O'Donoghue Angeline Alice Braga Father Matthew Toby Jones Father Xavier Ciarán Hinds Mikael Håfström"
782,Gattaca,"Thriller Science Fiction Mystery Romance paraplegic suicide attempt cheating dna spaceman new identity heart disease false identity blood sample biotechnology space mission dystopia investigation genetics hostility exercise eugenics dystopic future Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program. Columbia Pictures Jersey Films United States of America English 1997.0 9.0 7.0 Vincent Freeman Ethan Hawke Jerome Eugene Morrow Jude Law Director Josef Gore Vidal Irene Cassini Uma Thurman Detective Hugo Alan Arkin Andrew Niccol"
75531,Isn't She Great,"Drama Comedy autism based on article An unsuccessful over-the-top actress becomes a successful over-the-top authoress in this biography of Jacqueline Susann, the famed writer of ""The Valley Of The Dolls"" and other trashy novels. Facing a failing career, Susann meets a successful promoter who becomes her husband. After several failures to place her in commercials and a TV quiz show, he hits upon the idea for her to become a writer. In the pre-60's, her books were looked upon as trash and non-printable. But then the sexual revolution hit and an audience was born for her books. The story shows the hidden behind the scenes story of Susan's life, including her autistic son and her continuing bout with cancer that she hid up to her death Universal Pictures Mutual Film Company Toho Company British Broadcasting Corporation (BBC) Marubeni Tele München Fernseh Produktionsgesellschaft (TMG) Lobell/Bergman Productions United States of America English 2000.0 1.0 28.0 Jacqueline Susann Bette Midler Irving Mansfield Nathan Lane Florence Maybelle Stockard Channing Michael Hastings David Hyde Pierce Henry Marcus John Cleese Andrew Bergman"
11802,Space Chimps,"Animation Family space marine chimp space aftercreditsstinger Circus monkey Ham III works in a circus where he's regularly shot from a canon but he still lives in the shadow of his father's legacy. A natural born rebel against authority, Ham III is initially reluctant to go on a dangerous space mission to rescue a lost space probe, but away he goes, for lots of RIGHT STUFF-style astro-training alongside two highly prepared chimps, Luna and Titan. Starz Media Starz Animation Odyssey Entertainment Studiopolis Vanguard Animation United States of America English 2008.0 7.0 17.0 Ham III (voice) Andy Samberg Luna (voice) Cheryl Hines Zartog (voice) Jeff Daniels Titan (voice) Patrick Warburton Kilowatt (voice) Kristin Chenoweth Kirk De Micco"
9776,Head of State,"Comedy usa black people usa president presidential election election campaign When a presidential candidate dies unexpectedly in the middle of the campaign, the Democratic party unexpectedly picks a Washington, D.C. alderman, Mays Gilliam (Rock) as his replacement . DreamWorks SKG 3 Arts Entertainment United States of America English 2003.0 1.0 1.0 Mays Gilliam Chris Rock Mitch Gilliam Bernie Mac Martin Geller Dylan Baker Brian Lewis Nick Searcy Debra Lassiter Lynn Whitfield Chris Rock"
18785,The Hangover,"Comedy underwear tiger stag night hangover lost weekend bag over head chapel hit with tire iron memory loss las vegas duringcreditsstinger elevator When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time. Legendary Pictures Green Hat Films Warner Bros. IFP Westcoast Erste Germany United States of America English 2009.0 6.0 5.0 Phil Wenneck Bradley Cooper Stu Price Ed Helms Alan Garner Zach Galifianakis Doug Billings Justin Bartha Jade Heather Graham Todd Phillips"
365222,Ip Man 3,"Action Drama History biography When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand. Mandarin Films Distribution Co. Hong Kong 广州话 / 廣州話 2015.0 12.0 19.0 Ip Man Donnie Yen Cheung Wing-Sing Lynn Hung Cheung Tin-chi Zhang Jin Ma King-Sang Patrick Tam Miss Wong Karena Ng Wilson Yip"
817,Austin Powers: The Spy Who Shagged Me,"Adventure Comedy Crime Science Fiction saving the world moon submarine clone spy cia showdown android usa president exotic island cat lasergun nasa undercover space marine car journey auto time travel supermodel single aftercreditsstinger duringcreditsstinger When diabolical genius, Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo’, Austin must return to the swingin' '60s himself – with the help of American agent, Felicity Shagwell – to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions and saves the world in his own unbelievably groovy way. New Line Cinema Eric's Boy United States of America Deutsch 1999.0 6.0 8.0 Austin Powers / Dr. Evil / Fat Bastard Mike Myers Felicity Shagwell Heather Graham Basil Exposition Michael York Number Two Robert Wagner Young Number Two Rob Lowe Jay Roach"
268,Batman,"Fantasy Action double life dc comics dual identity chemical crime fighter fictional place gotham city superhero super powers The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld. PolyGram Filmed Entertainment The Guber-Peters Company Warner Bros. United Kingdom United States of America English 1989.0 6.0 23.0 Jack Napier/The Joker Jack Nicholson Bruce Wayne/Batman Michael Keaton Vicki Vale Kim Basinger Alfred Michael Gough Commissioner James Gordon Pat Hingle Tim Burton"
45054,There Be Dragons,"Drama spanish civil war priest independent film catholic dying saint martyrdom Arising out of the horror of the Spanish Civil War, a candidate for canonization is investigated by a journalist who discovers his own estranged father had a deep, dark and devastating connection to the saint's life.While researching the life of Josemaria Escriva, the controversial founder of Opus Dei, the young journalist Robert uncovers hidden stories of his estranged father Manolo, and is taken on a journey through the dark, terrible secrets of his family’s past. English 2011.0 3.0 25.0 Josemaría Charlie Cox Robert Dougray Scott Manolo Wes Bentley Oriol Rodrigo Santoro Don Jose Jordi Mollà Roland Joffé"
943,Lethal Weapon 3,"Adventure Action Comedy Thriller Crime rookie cop dog biscuit shooting practice sitting on a toilet judo throw police psychologist buddy cop firing range aftercreditsstinger Archetypal buddy cops Riggs and Murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former Los Angeles police lieutenant turned black market weapons dealer. Lorna Cole joins as the beautiful yet hardnosed internal affairs sergeant who catches Riggs's eye. Silver Pictures Warner Bros. United States of America English 1992.0 5.0 15.0 Martin Riggs Mel Gibson Roger Murtaugh Danny Glover Leo Getz Joe Pesci Lorna Cole Rene Russo Jack Travis Stuart Wilson Richard Donner"
22881,The Blind Side,"Drama american football adoption education private school sport american football player duringcreditsstinger Oversized African-American, Michael Oher, the teen from across the tracks and a broken home, has nowhere to sleep at age 16. Taken in by an affluent Memphis couple, Michael embarks on a remarkable rise to play for the NFL. Alcon Entertainment Left Tackle Pictures Zucker/Netter Productions United States of America English 2009.0 11.0 20.0 Leigh Anne Tuohy Sandra Bullock Michael Oher Quinton Aaron Miss Sue Kathy Bates Sean Tuohy Tim McGraw S.J. Tuohy Jae Head John Lee Hancock"
10054,Spy Kids,"Action Comedy Family Adventure double life parents kids relationship brother sister relationship loss of parents secret agent robot Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business."" Dimension Films Troublemaker Studios Miramax United States of America Español 2001.0 3.0 18.0 Carmen Cortez Alexa PenaVega Juni Cortez Daryl Sabara Gregorio Cortez Antonio Banderas Ingrid Cortez Carla Gugino Fegan Floop Alan Cumming Robert Rodriguez"
51540,Horrible Bosses,"Comedy Crime conspiracy of murder bad boss employee death of father stakeout duringcreditsstinger For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently. New Line Cinema Rat Entertainment United States of America English 2011.0 7.0 8.0 Dr. Julia Harris Jennifer Aniston Nick Hendricks Jason Bateman Dale Arbus Charlie Day Kurt Buckman Jason Sudeikis Bobby Pellitt Colin Farrell Seth Gordon"
44264,True Grit,"Drama Adventure Western loss of father father murder texas ranger alcoholism betrayal Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested. Paramount Pictures Scott Rudin Productions Mike Zoss Productions Skydance Productions United States of America English 2010.0 12.0 22.0 Rooster Cogburn Jeff Bridges LaBoeuf Matt Damon Tom Chaney Josh Brolin Lucky Ned Pepper Barry Pepper Mattie Ross Hailee Steinfeld Joel Coen Ethan Coen"
350,The Devil Wears Prada,Comedy Drama Romance paris journalist journalism world of fasion fashion journal assistant job entrant job interview editor-in-chief The Devil Wears Prada is about a young journalist who moves to New York to work in the fashion industry. Her boss however is extremely demanding and cruel and won’t let her succeed if she doesn’t fit into the high class elegant look of their magazine when all she really wants to be a good journalist. Twentieth Century Fox Film Corporation Dune Entertainment Major Studio Partners Peninsula Films Fox 2000 Pictures United States of America English 2006.0 6.0 30.0 Miranda Priestly Meryl Streep Andrea Sachs Anne Hathaway Emily Charlton Emily Blunt Nigel Stanley Tucci Christian Thompson Simon Baker David Frankel
152,Star Trek: The Motion Picture,"Science Fiction Adventure Mystery artificial intelligence uss enterprise starfleet san francisco self sacrifice spacecraft klingon vulcan space opera When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it. Paramount Pictures United States of America English 1979.0 12.0 6.0 Captain James T. Kirk William Shatner Mr. Spock Leonard Nimoy Dr. Leonard McCoy DeForest Kelley Montgomery Scott James Doohan Lt. Cmdr. Hikaru Sulu George Takei Robert Wise"
109431,Identity Thief,"Comedy Crime When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman. Stuber Productions Aggregate Films DumbDumb United States of America English 2013.0 2.0 7.0 Sandy Patterson Jason Bateman Diana Melissa McCarthy Harold Cornish Jon Favreau Trish Patterson Amanda Peet Julian T.I. Seth Gordon"
1598,Cape Fear,"Crime Thriller prison child abuse rape small town daughter police revenge lawyer cigar smoking fear dog rapist Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, bible-quoting, psychotic rapist. What do they have in common? Fourteen years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey, bibliophile Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss. Universal Pictures Amblin Entertainment Cappa Productions Tribeca Productions United States of America English 1991.0 11.0 15.0 Max Cady Robert De Niro Sam Bowden Nick Nolte Leigh Bowden Jessica Lange Danielle Bowden Juliette Lewis Claude Kersek Joe Don Baker Martin Scorsese"
8065,21,"Drama Crime gambling card game professor harvard university cohabitant college girlfriend studies dormitory friendship blackjack Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack. Columbia Pictures Relativity Media United States of America English 2008.0 3.0 27.0 Ben Campbell Jim Sturgess Micky Rosa Kevin Spacey Jill Taylor Kate Bosworth Choi Aaron Yoo Kianna Liza Lapira Robert Luketic"
271718,Trainwreck,"Comedy alcohol one-night stand Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy. Universal Pictures Fuji Television Network Dentsu Apatow Productions United States of America English 2015.0 7.0 17.0 Amy Townsend Amy Schumer Dr. Aaron Conners Bill Hader Kim Townsend Brie Larson Gordon Townsend Colin Quinn Nikki Vanessa Bayer Judd Apatow"
11638,Guess Who,"Comedy Romance black people jealousy parents-in-law trouble fiancée The fiancé of an African-American woman who's met with skepticism and suspicion from her father when she takes him home for the all-important introduction. As the wedding approaches, Dad must come to terms with his future son-in-law. Columbia Pictures Regency Enterprises 3 Arts Entertainment Tall Trees Productions United States of America Français 2005.0 3.0 25.0 Percy Jones Bernie Mac Simon Green Ashton Kutcher Theresa Jones Zoe Saldana Marilyn Jones Judith Scott Howard Jones Hal Williams Kevin Rodney Sullivan"
409,The English Patient,"Drama Romance War cairo egypt identity amnesia world war ii burn landmine expedition cave sandstorm royal geographic society cave painting prisoners of war map mine clearer hearing desert scientist intelligence traitor mural painting airplane secret love Beginning in the 1930s, ""The English Patient"" tells the story of Count Almásy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Almásy is on his death bed after being horribly burned in a plane crash. Miramax Films Tiger Moth Productions United Kingdom United States of America Deutsch 1996.0 11.0 14.0 Count László de Almásy Ralph Fiennes Hana Juliette Binoche David Caravaggio Willem Dafoe Katharine Clifton Kristin Scott Thomas Sikh Kip Naveen Andrews Anthony Minghella"
2118,L.A. Confidential,"Crime Drama Mystery Thriller corruption detective shotgun morgue f word domestic violence corpse crime district attorney bandage movie star man with glasses knife in thigh good cop bad cop switchblade call girl 1950s falsifying Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner. Regency Enterprises Wolper Organization Warner Bros. United States of America English 1997.0 9.0 19.0 Det. Sgt. Jack Vincennes Kevin Spacey Det. Lt. Edmund Jennings "" Ed "" Exley Guy Pearce Sid Hudgens Danny DeVito Cap. Dudley Liam Smith James Cromwell Lynn Bracken Kim Basinger Curtis Hanson"
11459,Sky High,"Adventure Comedy Family hero loyalty mockery supernatural powers high school mission super powers teen superheroes Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being. Walt Disney Pictures Gunn Films Max Stronghold Productions Inc. United States of America English 2005.0 7.0 29.0 Will Stronghold Michael Angarano Steve Stronghold / The Commander Kurt Russell Josie Stronghold / Jetstream Kelly Preston Layla Williams Danielle Panabaker Ron Wilson, Bus Driver Kevin Heffernan Mike Mitchell"
10806,In & Out,Comedy Romance gay homophobia coming out lgbt A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards. Paramount Pictures Spelling Films United States of America English 1997.0 9.0 10.0 Howard Brackett Kevin Kline Emily Montgomery Joan Cusack Peter Malloy Tom Selleck Cameron Drake Matt Dillon Berniece Brackett Debbie Reynolds Frank Oz
9348,Species,"Science Fiction Horror Action telepathy dna paranoia genetics instinct femme fatale alien on the run decapitation sexual attraction los angeles cocoon genetic engineering scientists alien dna In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye. Metro-Goldwyn-Mayer (MGM) United States of America English 1995.0 7.0 7.0 Sil Natasha Henstridge Xavier Fitch Ben Kingsley Preston Lennox Michael Madsen Dr. Stephen Arden Alfred Molina Dan Smithson, Empath Forest Whitaker Roger Donaldson"
377,A Nightmare on Elm Street,"Horror child murderer sleep nightmare supernatural slasher teenager trapped alcoholic boiler room booby trap disfigurement medical test dreams Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world... New Line Cinema Smart Egg Pictures United States of America English 1984.0 11.0 14.0 Lt. Thompson John Saxon Marge Thompson Ronee Blakley Nancy Thompson Heather Langenkamp Tina Gray Amanda Wyss Rod Lane Jsu Garcia Wes Craven"
8843,The Cell,Horror Science Fiction Thriller drowning therapist virtual reality serial killer psychopathy fbi agent A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim. New Line Cinema Avery Pix Radical Media Katira Productions GmbH & Co. KG Caro-McLeod Germany United States of America English 2000.0 8.0 17.0 Catherine Deane Jennifer Lopez Carl Rudolph Stargher Vincent D'Onofrio Peter Novak Vince Vaughn Dr. Miriam Kent Marianne Jean-Baptiste Anne Marie Vicksey Catherine Sutherland Tarsem Singh
9313,The Man in the Iron Mask,"Action Adventure Drama france swordplay mask musketeer Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe. United Artists Corporation United Kingdom United States of America English 1998.0 3.0 12.0 King Louis XIV / Philippe Leonardo DiCaprio Aramis Jeremy Irons Porthos Gérard Depardieu D'Artagnan Gabriel Byrne Athos John Malkovich Randall Wallace"
39486,Secretariat,"Drama horse race horseback riding biography Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years. Walt Disney Pictures Fast Track Productions Mayhem Pictures United States of America English 2010.0 8.0 20.0 Penny Chenery Diane Lane Lucien Laurin John Malkovich Chris Chenery Scott Glenn Jack Tweedy Dylan Walsh Bull Hancock Fred Dalton Thompson Randall Wallace"
1273,TMNT,"Adventure Animation Comedy Family new york brother brother relationship journalist martial arts crime fighter secret identity mutant turtle love based on comic book reunion brother against brother After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City. The Weinstein Company Imagi Animation Studios Warner Bros. Mirage Studios Imagi Production United States of America English 2007.0 3.0 23.0 Casey Jones (voice) Chris Evans April O'Neil (voice) Sarah Michelle Gellar Splinter (voice) Mako Diner Cook (voice) Kevin Smith Winters (voice) Patrick Stewart Kevin Munroe"
13920,Radio,"Drama biography friendship sport High school football coach, Harold Jones befriends Radio, a mentally-challenged man who becomes a student at T.L. Hanna High School in Anderson, South Carolina. Their friendship extends over several decades, where Radio transforms from a shy, tormented man into an inspiration to his community. Revolution Studios Tollin/Robbins Productions United States of America English 2003.0 10.0 24.0 Radio Cuba Gooding Jr. Coach Jones Ed Harris Principle Daniels Alfre Woodard Maggie S. Epatha Merkerson Linda Debra Winger Mike Tollin"
50544,Friends with Benefits,"Romance Comedy funeral friends hospital aftercreditsstinger duringcreditsstinger Jamie is a New York-based executive recruiter who entices Dylan, an art director from Los Angeles, to take a job at the New York office of GQ magazine. Finding that they have much in common, the two become fast friends. Feeling jaded by a number of broken romances, Dylan and Jamie decide that they are ready to quit looking for true love and focus on having fun. However, complications unfold when the two best pals add sex to their relationship. Castle Rock Entertainment Screen Gems Olive Bridge Entertainment United States of America English 2011.0 7.0 21.0 Dylan Harper Justin Timberlake Jamie Rellis Mila Kunis Lorna Patricia Clarkson Tommy Bollinger Woody Harrelson Sammy - Sam the Magnificent Nolan Gould Will Gluck"
325133,Neighbors 2: Sorority Rising,Comedy alcohol college party sequel sorority neighbor family fraternity bathroom humor A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters. Universal Pictures Perfect World Pictures Point Grey Pictures Good Universe United States of America English 2016.0 5.0 4.0 Mac Radner Seth Rogen Kelly Radner Rose Byrne Teddy Sanders Zac Efron Shelby Chloë Grace Moretz Beth Kiersey Clemons Nicholas Stoller
140823,Saving Mr. Banks,Comedy Drama History biography animation writer moviemaking Author P.L. Travers travels from London to Hollywood as Walt Disney Pictures adapts her novel Mary Poppins for the big screen. Walt Disney Pictures BBC Films Ruby Films Essential Media & Entertainment Hopscotch Features Australia United Kingdom United States of America English 2013.0 11.0 16.0 P.L. Travers Emma Thompson Walt Disney Tom Hanks Ralph Paul Giamatti Travers Robert Goff Colin Farrell Margaret Goff Ruth Wilson John Lee Hancock
1883,Malcolm X,"Drama History islam new york prison assassination ku klux klan muslim police brutality beach koran jail guard prison cell bible biography martin luther king nation of islam civil rights movement  mekka pilgrimage cabriolet police historical figure malcolm x The biopic of the controversial and influential Black Nationalist leader. JVC Entertainment 40 Acres & A Mule Filmworks Warner Bros. United States of America العربية 1992.0 11.0 18.0 Malcolm X Denzel Washington Dr. Betty Shabazz Angela Bassett Baines Albert Hall Elijah Muhammad Al Freeman, Jr. West Indian Archie Delroy Lindo Spike Lee"
89492,This Is 40,"Comedy wife husband relationship children family relationships duringcreditsstinger Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart. Apatow Productions United States of America English 2012.0 12.0 20.0 Pete Paul Rudd Debbie Leslie Mann Jason Jason Segel Sadie Maude Apatow Desi Megan Fox Judd Apatow"
22949,Old Dogs,"Comedy Family japanese camp best friend co-worker kids duringcreditsstinger sports marketing firm Charlie and Dan have been best friends and business partners for thirty years; their Manhattan public relations firm is on the verge of a huge business deal with a Japanese company. With two weeks to sew up the contract, Dan gets a surprise: a woman he married on a drunken impulse nearly nine years before (annulled the next day) shows up to tell him he's the father of her twins, now seven, and she'll be in jail for 14 days for a political protest. Dan volunteers to keep the tykes, although he's up tight and clueless. With Charlie's help is there any way they can be dad and uncle, meet the kids' expectations, and still land the account? Walt Disney Pictures Tapestry Films United States of America English 2009.0 11.0 24.0 Dan Robin Williams Charlie John Travolta Ralph White Seth Green Adam Devlin Justin Long Yancy Devlin Matt Dillon Walt Becker"
12437,Underworld: Rise of the Lycans,"Fantasy Action Adventure Science Fiction Thriller prison underworld slavery castle vampire war werewolf battle slave dungeon fang vamp A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence. Lakeshore Entertainment Screen Gems Sketch Films UW3 Film Productions United States of America English 2009.0 1.0 22.0 Viktor Bill Nighy Lucian Michael Sheen Sonja Rhona Mitra Kraven Shane Brolly Andreas Tanis Steven Mackintosh Patrick Tatopoulos"
